,0,1,2,3,4,5,6,7,8,9,label
0,0.04062929658518055,0.004446366989425409,0.0019343517388337318,0.001934079561669223,0.0021134115925860912,0.0021015947896166325,0.0020818726562720617,0.0022749602843426197,0.0022643481113060874,0.002265240106991173,False
1,0.004446366989425409,0.0019343517388337318,0.001934079561669223,0.0021134115925860912,0.0021015947896166325,0.0020818726562720617,0.0022749602843426197,0.0022643481113060874,0.002265240106991173,0.0022488258573338023,False
2,0.0019343517388337318,0.001934079561669223,0.0021134115925860912,0.0021015947896166325,0.0020818726562720617,0.0022749602843426197,0.0022643481113060874,0.002265240106991173,0.0022488258573338023,0.00227776400550338,False
3,0.001934079561669223,0.0021134115925860912,0.0021015947896166325,0.0020818726562720617,0.0022749602843426197,0.0022643481113060874,0.002265240106991173,0.0022488258573338023,0.00227776400550338,0.002262309499530453,False
4,0.0021134115925860912,0.0021015947896166325,0.0020818726562720617,0.0022749602843426197,0.0022643481113060874,0.002265240106991173,0.0022488258573338023,0.00227776400550338,0.002262309499530453,0.002197194818501823,False
5,0.0021015947896166325,0.0020818726562720617,0.0022749602843426197,0.0022643481113060874,0.002265240106991173,0.0022488258573338023,0.00227776400550338,0.002262309499530453,0.002197194818501823,0.002240199196124388,False
6,0.0020818726562720617,0.0022749602843426197,0.0022643481113060874,0.002265240106991173,0.0022488258573338023,0.00227776400550338,0.002262309499530453,0.002197194818501823,0.002240199196124388,0.002137589887429153,False
7,0.0022749602843426197,0.0022643481113060874,0.002265240106991173,0.0022488258573338023,0.00227776400550338,0.002262309499530453,0.002197194818501823,0.002240199196124388,0.002137589887429153,0.0021217194316790933,False
8,0.0022643481113060874,0.002265240106991173,0.0022488258573338023,0.00227776400550338,0.002262309499530453,0.002197194818501823,0.002240199196124388,0.002137589887429153,0.0021217194316790933,0.0021594981567833013,False
9,0.002265240106991173,0.0022488258573338023,0.00227776400550338,0.002262309499530453,0.002197194818501823,0.002240199196124388,0.002137589887429153,0.0021217194316790933,0.0021594981567833013,0.002136257565493851,False
10,0.0022488258573338023,0.00227776400550338,0.002262309499530453,0.002197194818501823,0.002240199196124388,0.002137589887429153,0.0021217194316790933,0.0021594981567833013,0.002136257565493851,0.0021811309087329763,False
11,0.00227776400550338,0.002262309499530453,0.002197194818501823,0.002240199196124388,0.002137589887429153,0.0021217194316790933,0.0021594981567833013,0.002136257565493851,0.0021811309087329763,0.0021808306207354573,False
12,0.002262309499530453,0.002197194818501823,0.002240199196124388,0.002137589887429153,0.0021217194316790933,0.0021594981567833013,0.002136257565493851,0.0021811309087329763,0.0021808306207354573,0.0021919858092290705,False
13,0.002197194818501823,0.002240199196124388,0.002137589887429153,0.0021217194316790933,0.0021594981567833013,0.002136257565493851,0.0021811309087329763,0.0021808306207354573,0.0021919858092290705,0.0019490437601839105,False
14,0.002240199196124388,0.002137589887429153,0.0021217194316790933,0.0021594981567833013,0.002136257565493851,0.0021811309087329763,0.0021808306207354573,0.0021919858092290705,0.0019490437601839105,0.0020017748202136327,False
15,0.002137589887429153,0.0021217194316790933,0.0021594981567833013,0.002136257565493851,0.0021811309087329763,0.0021808306207354573,0.0021919858092290705,0.0019490437601839105,0.0020017748202136327,0.0020097713954907335,False
16,0.0021217194316790933,0.0021594981567833013,0.002136257565493851,0.0021811309087329763,0.0021808306207354573,0.0021919858092290705,0.0019490437601839105,0.0020017748202136327,0.0020097713954907335,0.0019620041058526173,False
17,0.0021594981567833013,0.002136257565493851,0.0021811309087329763,0.0021808306207354573,0.0021919858092290705,0.0019490437601839105,0.0020017748202136327,0.0020097713954907335,0.0019620041058526173,0.0019627725406709032,False
18,0.002136257565493851,0.0021811309087329763,0.0021808306207354573,0.0021919858092290705,0.0019490437601839105,0.0020017748202136327,0.0020097713954907335,0.0019620041058526173,0.0019627725406709032,0.0019782647840032343,False
19,0.0021811309087329763,0.0021808306207354573,0.0021919858092290705,0.0019490437601839105,0.0020017748202136327,0.0020097713954907335,0.0019620041058526173,0.0019627725406709032,0.0019782647840032343,0.0019748349314371388,False
20,0.0021808306207354573,0.0021919858092290705,0.0019490437601839105,0.0020017748202136327,0.0020097713954907335,0.0019620041058526173,0.0019627725406709032,0.0019782647840032343,0.0019748349314371388,0.002004992675196227,False
21,0.0021919858092290705,0.0019490437601839105,0.0020017748202136327,0.0020097713954907335,0.0019620041058526173,0.0019627725406709032,0.0019782647840032343,0.0019748349314371388,0.002004992675196227,0.002023411267477484,False
22,0.0019490437601839105,0.0020017748202136327,0.0020097713954907335,0.0019620041058526173,0.0019627725406709032,0.0019782647840032343,0.0019748349314371388,0.002004992675196227,0.002023411267477484,0.0020180631292347523,False
23,0.0020017748202136327,0.0020097713954907335,0.0019620041058526173,0.0019627725406709032,0.0019782647840032343,0.0019748349314371388,0.002004992675196227,0.002023411267477484,0.0020180631292347523,0.002034400963671064,False
24,0.0020097713954907335,0.0019620041058526173,0.0019627725406709032,0.0019782647840032343,0.0019748349314371388,0.002004992675196227,0.002023411267477484,0.0020180631292347523,0.002034400963671064,0.002040329012101913,False
25,0.0019620041058526173,0.0019627725406709032,0.0019782647840032343,0.0019748349314371388,0.002004992675196227,0.002023411267477484,0.0020180631292347523,0.002034400963671064,0.002040329012101913,0.0020592012209957726,False
26,0.0019627725406709032,0.0019782647840032343,0.0019748349314371388,0.002004992675196227,0.002023411267477484,0.0020180631292347523,0.002034400963671064,0.002040329012101913,0.0020592012209957726,0.00205836637431154,False
27,0.0019782647840032343,0.0019748349314371388,0.002004992675196227,0.002023411267477484,0.0020180631292347523,0.002034400963671064,0.002040329012101913,0.0020592012209957726,0.00205836637431154,0.002048390803338576,False
28,0.0019748349314371388,0.002004992675196227,0.002023411267477484,0.0020180631292347523,0.002034400963671064,0.002040329012101913,0.0020592012209957726,0.00205836637431154,0.002048390803338576,0.0020622993774002535,False
29,0.002004992675196227,0.002023411267477484,0.0020180631292347523,0.002034400963671064,0.002040329012101913,0.0020592012209957726,0.00205836637431154,0.002048390803338576,0.0020622993774002535,0.0020880881979673267,False
30,0.002023411267477484,0.0020180631292347523,0.002034400963671064,0.002040329012101913,0.0020592012209957726,0.00205836637431154,0.002048390803338576,0.0020622993774002535,0.0020880881979673267,0.002038955286060533,False
31,0.0020180631292347523,0.002034400963671064,0.002040329012101913,0.0020592012209957726,0.00205836637431154,0.002048390803338576,0.0020622993774002535,0.0020880881979673267,0.002038955286060533,0.0019563476937426434,False
32,0.002034400963671064,0.002040329012101913,0.0020592012209957726,0.00205836637431154,0.002048390803338576,0.0020622993774002535,0.0020880881979673267,0.002038955286060533,0.0019563476937426434,0.0019751332589148323,False
33,0.002040329012101913,0.0020592012209957726,0.00205836637431154,0.002048390803338576,0.0020622993774002535,0.0020880881979673267,0.002038955286060533,0.0019563476937426434,0.0019751332589148323,0.001977181873961146,False
34,0.0020592012209957726,0.00205836637431154,0.002048390803338576,0.0020622993774002535,0.0020880881979673267,0.002038955286060533,0.0019563476937426434,0.0019751332589148323,0.001977181873961146,0.0019764196913907637,False
