end_time_d,realvalue,Moving_variance,is_anomaly
2018-03-27 14:11:00,1.351,0.007639069846249997,False
2018-03-27 22:09:00,1.1554285714285717,0.005401207003542963,False
2018-03-27 22:10:00,1.2015000000000002,0.005376160382779441,False
2018-03-27 22:11:00,1.3598,0.005708018845883352,False
2018-03-28 06:09:00,1.1654761904761903,0.005697991442439316,False
2018-03-28 06:10:00,1.2153513513513514,0.005661230578023483,False
2018-03-28 06:11:00,1.359,0.005971944108267164,False
2018-03-28 14:11:00,1.1376333333333333,0.006034968251605139,False
2018-03-28 14:12:00,1.2135151515151514,0.005977287822701375,False
2018-03-28 22:11:00,1.1632272727272728,0.005884288244135368,False
2018-03-28 22:12:00,1.1126666666666667,0.005983837495144691,False
2018-03-29 06:09:00,1.125,0.006096354452587541,False
2018-03-29 06:10:00,1.1906756756756758,0.00610024016889285,False
2018-03-29 06:11:00,1.34325,0.006366253444074736,False
2018-03-29 14:09:00,1.1765789473684212,0.006188457242310124,False
2018-03-29 14:10:00,1.1715833333333334,0.006149150414568736,False
2018-03-29 14:11:00,1.2959999999999998,0.006235485485118218,False
2018-03-29 22:09:00,1.1353448275862068,0.0062858240275869065,False
2018-03-29 22:10:00,1.221705882352941,0.006227209027746852,False
2018-03-30 06:09:00,1.1365357142857146,0.006253054211563034,False
2018-03-30 06:10:00,1.251676470588235,0.006276949859166284,False
2018-03-30 14:09:00,1.1765294117647065,0.006281688852028636,False
2018-03-30 14:10:00,1.2678461538461538,0.006294080121770588,False
2018-03-30 22:09:00,1.1708181818181815,0.006184011732741713,False
2018-03-30 22:10:00,1.2711333333333334,0.006211422482965488,False
2018-03-31 06:09:00,1.1574848484848486,0.006225265731599569,False
2018-03-31 06:10:00,1.2688620689655172,0.006288322730877926,False
2018-03-31 14:09:00,1.155969696969697,0.006317904078793558,False
2018-03-31 14:10:00,1.2663928571428569,0.006231238226846063,False
2018-03-31 22:09:00,1.168382352941177,0.004229696406327872,False
2018-03-31 22:10:00,1.2698333333333336,0.004286059233787133,False
2018-04-01 06:09:00,1.1579333333333333,0.004240386331752168,False
2018-04-01 06:10:00,1.2595517241379308,0.004139984598335408,False
2018-04-01 14:09:00,1.16709375,0.004090197917181558,False
2018-04-01 14:10:00,1.2709333333333332,0.00411216797403536,False
